,mention,class
39280,"куртка пришла с браком, кнопки сломаны, на рост 175 очень короткая ",neautral
47692,Синтетика голая! Дурацкого качества,neautral
70178,"все хорошо, только продавец долго отправлял, на рост 168 ог 90, от 70, об 98 все отлично, рукава не короткие. хлопок чувствуется!!!",positive
51077,"ЦВЕТ КРАСИВЫЙ! НО - КРАЯ ТКАНИ НЕ ОБРАБОТАНЫ НА ОВЕРЛОКЕ! МАЛО ТОГО, ЕЩЕ И ДЕФЕКТЫ В ШВАХ! КУСОК ТКАНИ НЕ ЗАХВАТИЛИ, НЕ ПОПАЛ В ШОВ! Я НЕ ДОВОЛЬНА КАЧЕСТВОМ ИЗДЕЛИЙ. ЕЩЕ ПОЛОЖИЛИ В ПОДАРОК СТРИНГИ - ЖУТЬ! Я ИХ СРАЗУ ВЫКИНУЛА. ХОТЕЛОСЬ ВЕРНУТЬ ЗАКАЗ НАЗАД!",neautral
28097,"заказала х1,но он реально маленький.",neautral
8407,"товар не отслеживался, жду возврата денежных средств.",negative
23659,"отвратительное качество. вырез даже не обработан. материал синтетика, причем ужасная.доставка быстрая, но сам товар ужасный.",negative
22439,"Товар не пришёл, но продавец вернул деньги. Честный ",negative
53136,Заказ пришёл быстро. Но соединительный шов на горловине оказался свещённым немного в сторону. На свой 54р. заказала 4xl и угадала.,neautral
64879,"Очень точно, size L на размер  40Е и 46Россия.",positive
8985,"Леггинсы просвечивают , задняя сторона короче передней и получается что при приседаниях виднеется пятая точка, практически не тянутся. Заказала М на ОТ 63 ОБ 83 вроде бы всё нормально, но нужно было заказать на размер больше чтобы не так просвечивало при приседаниях.",negative
36678,"После одной носки образовались катышки, поэтому 3",neautral
67061,"Всё хорошо, товар пришел за две недели во Владимирскую область. Спасибо продавцу.",positive
5605,платье по размеру не подходит.швы не ровные.с краю порванно.и краска на платье.,negative
19398,Джемпер хороший как на картинке. Но не соответствует размеру указанного в сетке продавца. Очень маленький.  Мне по размеру не подошёл. Очень огорчена.,negative
66556,"С доставкой мне не повезло - 21 день, курьер принес домой. Упакован в ЗИП пакет и в почтовый. 
Я долго не могла определиться с размером, на параметры ОГ 95, ОТ 78, ОБ 103, рост 163 продавец советовал S-ку. Но меня смущал рост боялась утонуть, перечитав отзывы решилась на XS. И не прогадала, сел отлично. В груди есть запас, думаю 98-100 войдёт без проблем. в талии тоже всех
 хорошо, даже для беременяшек. Бедра сели четенько, думаю до 105, хватит (только не льстите себе))). Если конечно хотите, что бы в бедрах висел, нужно размер больше, а так сидит как спорт штаны обычные. Теперь мотня, на мой рост она висит до середины бедра, т.е. если бы я взяла размер больше висело бы все на коленях или ниже. 
Снизу штанины (в моем росте) собираются гармошкой немного. Я бы советовала ориентироваться по росту при подборе размера. 
Замеры: под руками 49 см, в районе бедер 52 см, длина от плеча до низу 158 см
Ткань приятна к телу. Как поведет себя после стирки не понятно, дополню отзыв",positive
37986,"Леггинсы шли долго , 3 недели из Китая не отправляли, находились в сортировочном центре. Ожилала лучшего. Написано что теплые на осень/зиму, но это не так! Леггинсы очень тоненькие, есть запах, рисунок не совпадает и поэтому смотрится не красиво. Что порадовало это только, что они приятные к телу. Продавец отвечает быстро, спасибо!",neautral
4278,"товар не пришел,  деньги вернули",negative
23727,заказ не пришел...ни товара ни денег. не рекомендую,negative
43070,Заказ шел очень-очень долго.,neautral
54125,"цвет отличается , воротник вообще другой . спасибо продавцу за то что хотя бы помог с размером . ну в целом я осталась довольна",neautral
52436,"Заказывали футболку с надписью Шуга (SUGA), но что-то пошло не так, была прислана футболка с надписью Чон Гук (JUNG KOOK)",neautral
28294,товар прибол очен быстро но если честно я разочарованна ткань очень- очень тоненькая просвечивает с везде торчат нитки,neautral
16932,"Товар не пришёл ! Открыла спор , деньги не вернули ! Гавно а не поставщик! Гавно а не продавец ! Позорище!",negative
21510,"No money, no goods!!!!!!!!!!!!!!!!!!!!
immediately return the money!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",negative
52603,"Не пришло, открыла спор, вернули деньги",neautral
56084,Юбка крутая но на об 97-98 она еле налезла девочки ,positive
48161,"по спине шов это очень огорчило , с моим 1м50см роста ниже колена",neautral
61123,"Товар не пришёл ,продавец пообещал перевести деньги ",positive
9250,"Долго думала об этом свитере и вот наконец решилась.ну что могу сказать,девочки,не вздумайте заказывать!это ужас.начиталась отзывов,не понимаю откуда столько восторга.получила посылку,открываю,а там не свитер,а тоненькая тряпочка,хотя в составе указана шерсть.надеваю,так ещё плюс ко всему огромная дырка на рукаве!тряпка с дыркой за 927 рублей.продавец долго не отвечал,потом служба алиэкспресс вернула только 800 рублей и то,со скандалом.хотели вернуть только 150.ужас!!!!",negative
12325,"Куртка ужасная, пошита как мешок, рукова длинные и очень холодная на весну но никак не на зиму. Заказ шел очень долго почти 2 месяца",negative
30186,"не соответствует описанию и картинке, а так же размер не соответствует",neautral
10837,"товар пришел но не отслеживался вообще, продавец внятного по этому поводу ни чего не говорил",negative
68793,"Крутые джинсы! Очень хорошо тянутся и отлично сидят на фигуре! Только доставка курьером не очень понравилась, так как целый день нужно было находится дома, перед приходом не звонили. Для меня намного удобнее сходить на почту.",positive
46625,.,neautral
38099,"Кофточка красивая, но на фото нарисована длинная туника, чуть ли не платье- указано, что единый размер. Так вот мне кофта ""в облипочку"", скорее как водолазка. Мой размер М (46), Бедра 101, талия 84, грудь 105. Да и длина вовсе не такая, как указана на фото-еле-еле доходит до попы((",neautral
42412,"вообще не згаю что за ппц пришел. швы отстойные. очень низкая посадка, болтаются на уровне лобка",neautral
77391,"Получила через 46 дней. Брюки понравились. Тонкие. на 56 размер как раз, единственное пояс свободно. придётся носить ремень или вставить широкую резинку. Продавец положил подарочек, спасибо.",positive
80675,"Материал жёсткий , блестят отлично",positive
26929,вообще по описанию не подходит,negative
15049,"товар не получили,продавец обманул,не вернул деньги,закрыл спор.Обида осталась,бумерангом ему все вернется",negative
21444,"Очень долго шёл закат,так ещё и очень короткий оказался.Нигде это не указано",negative
26984,"Так ждала этот свитер !!! заказ не пришел!!!! И деньги все НЕ возвращают !!! Продавец редко отвечает на сообщения,большенство молчит!! не довольна!!!",negative
76172,"До Петербурга шли меньше месяца. Курьер доставил на работу. Качество хорошее,рисунки яркие, размер подошёл))  Продавец общительный)) В посылке обнаружила два браслетика силиконовых очень милые подарочки)) Буду заказывать ещё!",positive
61426,"Крутая , спасибо принесли прям домой ",positive
30646,"Платье пришло за 11 дней до Кемеровской области, трек отслеживался. Материал хороший, но пошито безобразно, дырка на плече, пришлось зашивать, нитки везде торчат и швы неровные.",neautral
43921,тонкие и серый на цвет. к тому же больше чем такой же свитер черного цвета.,neautral
43964,Просвечивают белые ,neautral
65875,Всё хорошо  ,positive
22137,"заказывала нормальный холат, и пришол прозрачная ткань блин какая то, очень не довольна",negative
21197,Продавец обманщик !!! прислал   резинку порваную за вместо кофты(((( при этом писал что второй пакет с кофтой в пути спросила номер отслеживания сказал что нет. Открыла спор  деньги не вернули. Не покупайте у него не чего!!! Если не хотите потерять свои деньги!!! Открывайте пакет на почте и отказывайтесь от посылки если там прислали не то что заказывали тогда есть хоть какой-то шанс вернуть деньги у  лжеца продавца.,negative
22798,леггинсы сшиты криво! На талии заплатка разошедшаяся по шву!,negative
66456,"Заказывала белые,а продавец положил бежевые((обидно",positive
42455,"Рубашка удобная, свободная, но дыра в кармане все портит.",neautral
43831,"Шапка не понравилась, шла в Красноярск больше месяца, цвет не тёмно-серый, а какой-то  грязно-фиолетовый. она тепленькая, но мне она совершенно не идёт, стягивает её так сильно и смотрится нелепо.",neautral
59951,"платье просто класс, теплое, правда с горловиной рамс, можно было бы и что нить лучше придумать. На 48 размер это потолок, больше не натянете, рукав сильно узкий в облипку, длинна до колена. общяя оценка 4, продавец решайте что-то с горловиной, а так платье зачёт ",positive
46716,Очень не аккуратно сделана горловина,neautral
69224,"сделано довольно качественно. Материал приятный. Всё как на фото. Тоненькое, думаю до -5 будет нормально. На рост 165 почти до щиколотки.  На русский 50 отлично: чуть свободно и можно пододеть кофтачку. Застёжка спереди - только кнопки, довольно хлипкие, зато до самого низа. Мех никакой, но его можно отстегнуть и пришить что-нить поприличней.",positive
11108,"Девочки очень не советую этого продавца. Лучше не связывайтесь. Продавец сам посоветовал мне размер, который оказался слишком большим. Когда я захотела поменять на другой размер, продавец сказал, что обмен стоит 40 долларов. Захотела вернуть товар, открыла спор, но проиграла.",negative
80818,"Влюбилась в эти водолазки и поэтому заказываю второй и , наверное, не последний раз) Качественно сшита, швы ровные, ниток нет. Всё очень аккуратно. Доставка очень быстрая. Рекомендую ! Спасибо)",positive
28087,"Пришел костюм ярко-красного цвета, думала цвет будет темнее, как на картинке. Ткань тонкая. Заказывала самый маленький размер, кофта села хорошо, а вот штаны оказались явно на размер больше.",neautral
77921,"Доставка 3 недели до Москвы. Качество неплохое, молнии нормальные. Кое-где торчат нитки, просто отрезала.",positive
40843,"цвет отличается от картинки, размер не подошел",neautral
7473,"Доставлен в горячий ключ вместо г Белово. И кто то его уже за меня получил, вообще отвратительно  ",negative
414,заказала на свой 48 размер XXL. маломерит очень сильно. максимум 42 пришел. очень короткий на рост 170 еле попу прикрывает. так и не поняла в чем фишка платной доставки. посылка пришла на почту точно так же как и с бесплатной доставкой. ткань гольная синтетика. ранее за такие же деньги получала аналогичные товары намного лучшего качества от других продавцов. осталась не довольна.,negative
71181,Очень довольна товаром. Качество замечательное. Спасибо.,positive
49436,не очень,neautral
22309,резинки не пришли ... продавец деньги не вернул ... отвратительно,negative
74691,хорошая кофточка на осень. смотрится неплохо несмотря на то что синтетика. изнутри как будто флисовая. на русский 42 отлично сидит.,positive
54252,"Не понравилось.Ткань плохая, сшито неаккуратно, цвет отличается сильно.Сидит не по фигуре!",neautral
51875,маломерит очень.,neautral
37642,Ожидала большего..(((,neautral
44341,"Нет застежки внизу, а молния сзади короткая, чтобы через ноги надеть и не порвать",neautral
16126,товар не пришёл я растроилась,negative
57603,Отличные! Супербыстрая доставка. Качество на высоте. ВСЕ соответствует описанию,positive
33110,Заказала размер  XXL пришла L,neautral
3032,Отвратительно. Так и не дождалась юбки и деньги не вернули. Очень разочаровалась в этом продавце,negative
19088,Платье пришло бракованное. Заказывали размер самый маленький а пришло самое большое и все растянутое. Открыли спор. Деньги вернули.,negative
46772,"Платье пришло не того цвета, что заказывала, чему очень расстроилась! По-этому 3 звезды.. Дошло довольно быстро, качество хорошее, размер соответствует.",neautral
41429,качество среднее,neautral
55295,Красивая рубашка на лето. Качество хорошее. Запаха нет. Немного торчат нитки.,positive
51014,"Размер оказался меньше, чем заказывала. Материал не очень хороший. Но для дома в самый раз. Когда холодно очень уютно.",neautral
52650,Не пришли (( деньги вернули ,neautral
41723,"не подошёл размер, XL мал на обычный L",neautral
72452,"Заказ шёл чуть меньше месяца ( это достаточно быстро).  Всем довольна,  пижама очень мягкая. На самом деле,  думала, что будет немного плотней.  Главный недостаток - нет карманов. На свой рост(174 см)  заказывала  ХХL,   длина рукавов и штанов подошла идеально.",positive
19291,маламер конкретный!!!,negative
71990,"Курткой очень довольна, мех  на капюшоне съемный, пушистый. Отличный продавец, оповещал о перемещении посылки, в подарок положил резинку. Рекомендую данный товар и продавца!",positive
19716,"заказ не пришёл, но деньги вернули.
продавец очень общительный на все ответил но я так и не дождалась , скорее всего это что то на почте",negative
20964,Цвет не как на фото. Страшные блестки. Качество абсолютно не приятное.,negative
3645,"Юбка пришла вообще не того цвета - белая, хотя даже при выборе расцветке заказа такой нет. Продавец вернул деньги. Ставлю две звезды за быструю доставку, это порадовало (:
п.с.: если у вас большой рост, то лучше не брать, ибо будет очень коротка.",negative
15605,"товар элементарно не пришел. уже более двух месяцев с даты покупки прошло и НИЧЕГО: ни товара,  ни денег.  не советую этого продавца.  товар не отслеживался.",negative
58181,"кофта классная, но есть маленький дефект.",positive
75439,"Курточка отличная. Маломерка. На российский 40-42 размер М сел идеально. Параметры ог80 от66 об91,рост 160. Цвет больше коричневый темный, на фото продавца  с оттенком розового была(((",positive
36511,"Синтепона почти нет, просто балонья бед объема. Она дороже 500 рублей и не стоит, не как на фото. Есть такая же за 700, так она пышная. Скупой платит дважды. Пошита без деффектов. на 46 велико",neautral
16612,"второй раз заказываю эти лосины, и опять облом! не пришли! продавец вернул деньги",negative
77247,"классная рубашка,заказывала за 461 р,пришло чуть больше,чем за 2 недели,на параметры 86-71-93, рост 1,64 заказала xl,сидит свободно,если хотите,чтобы сидело по фигуре можно заказать М.",positive
13527,"Здравствуйте, я не получила товар. Заказ оплатила, а на почте товара нет. Хочу решить вопрос положительно.",negative
26631,я его не получила!!!!!!!!!!!! опять обман!!!!!,negative
44659,"Товар не отслеживался. L даже близко нет. На очень астеничную безгрудую китаянку. 44-46 российский низ, 44 верх, для девушек с узкими бедрами и нулевым размером груди. Швы не ползут, и на том спасибо. Поищу, кому подарить...",neautral
72080,"просто супер,все соответствует",positive
21993,заказ не пришел. деньги  вернули,negative
27830,"широкое и короткое,типа туники.на оч.худеньких девушек",neautral
74057,"все хорошо платье понравилось
 продавец хороший ответственный.",positive
43773,"Доставка два месяца, очень долго :(",neautral
57678,Все супер,positive
8197,"товар не получила он не был отправлен, продала 3 месяца",negative
31679,"сшит так себе, нитки торчат, лямка почти оторвана, но носить можно",neautral
20529,После первой стирки закаталась пижама,negative
77225,Чудный кардиган),positive
62887,"обычные, неплохие",positive
60466,"Классная. ОБ -99 ОТ-68. сидит свободно. Качество замечательное, кружево мягкое.",positive
51918,"рукава короткие на рост 170.цвет темнее чем на картинке, для дома сойдёт,и только.доставка два с половиной месяца",neautral
645,"На 2 размера меньше пришел , плохо прошит , полоски стерлись на следующий день , синтетик и не теплый",negative
75967,Рекомендую продавца! Качество хорошее. Все понравилось и доставка 3нед.на Сахалин,positive
65365,"мягкая, размер подошел. но шорты без зада переда)) как не оденешь спереди пузырь. кинули в почтовый ящик",positive
56964,круг желтый как толстая клеенка и пахнет соответственно...надеюсь после стирки не будет. Пришло быстро  отслеживалось,positive
80946,Хороший свитер. 3XLна 48 как на фото. Цвет желтый (скорее горчичный) как на фото.,positive
507,"это не свитер,это тонкая прозрачная ткань.",negative
13447,"Очень плохое качество, пух лезет и изнутри и снаружи, торчат нитки, на рост 186 - xxl очень маленький, рукава в пол-локтя. В добавок ко всему просил серый - прислали фиолетовый. Отдал сыну - пусть в гараже ковыряется в нем.",negative
73489,доставка очень быстрая. качество футболки хорошее. Спасибо продавцу,positive
58999,спасибо. быстро пришло.все понравилось. на 50 размер хл супер!,positive
74346,футболочка хорошая)) все по размеру подошло отлично)) плотная)) качество пока хорошее)),positive
35100,"Пришла не красная,а вин ред,продавец отправил быстро,но три звезды именно из за не того цвета!",neautral
19980,"Они очень огромные, на очень большого человека ",negative
30378,"Плохой материал, заказывала размер L, но пришел маленький размер, нигде не указано, что L.",neautral
46632,Юбка совсем прозрачная. Нужно будет менять подкладку. ,neautral
39995,"Дошло за 3 недели, ну конечно ужаснейшая противная синтетика, липнет к телу ужасно, хоть и антистатиком брызгала и лаком и стирала несколько раз, водой брызгала просто, как в этом ходить я хз(( понятно было что за такую цену особо ожидать нечего, но все-рано обидно, к тому же мнётся от каждого прикосновения со стулом ((",neautral
42411,1,neautral
20551,"очень не довольна, это не платье а просто ужас!!! Не соответствует картинке.",negative
72266,шапка супер за такие деньги все как на фото,positive
3426,Товар неотслеживался. Так и непришел продовец кормил завтраками. Ожидаю возврата средств. ,negative
16553,заказывали XL а пришёл размер какой-та  m,negative
43503,качество ужас.,neautral
2559,"Товар абсолютно не соответсвует заявленному на фото. Поэтому не рекомендую его заказывать.  Рукав , горловина , и шов  на спине   Очень жалко. ",negative
46356,...,neautral
81690,Заказываю второй раз и второй раз в восторге от этих милых носочков ,positive
1299,"пришла шапочка сегодня она насквозь
 сырая ужас",negative
75867,"Блузка шикарная, за эти деньги просто прелесть, не отслеживалась! Рекомендую",positive
25991,"sewn poorly, one foot less than the other, the size does not match",negative
23525,продавец не сразу отправил желал мне счастливой жизни постоянно общение вообще не понравилось футболка так себе материал приятный но не хлопок первая стирка и рисунок будет тусклым лучше бы не заказывала заказ не отслеживался вообще,negative
50640,"пришел заказ быстро.но размер больше,грудка криво пришита,везде торчат нитки",neautral
6150,"Очень ждала джинсы,но спустя почти 2 месяца так их и не получила.Оплатила 9 октября,сегодня 30 ноября, а посылка трескается ещё в Китае.Не знаю кто писал про отзывчивость продавца, я совершенно иного мнения.Я понимаю, что не всегда почта работает хорошо, но я несколько раз обращалась к продавцу с просьбой подать запрос на розыск т.к. скорее всего посылка утеряна. Но от только отвечал,что все Ок.В итоге,когда закончился гарантийный срок доставки и защиты заказа,открыла спор.Продавец спор не признал.Спасибо администрации Алиэкспрессе,которые после обострения,решили в мою пользу.Так что про сами джинсы ничего сказать не могу, а продавцу даже 1 звезды не поставила за бездействие и такое отношение к покупателям.Магазин категорически не рекомендую",negative
59153,быстрая доставка и отличное качество,positive
36032,"Очень, очень велико. Я обычно ношу s, а минимальный размер был m. Но по ощущениям, пришел xl ! Рукава до колена, плохая фиксация на локтях",neautral
36391,очень долго обрабатывается заказ.  долгое время ждала когда их отправят.  в итоге ничего не отслеживалось и ничего не пришло.  но деньги вернули,neautral
60590,"Немного велик, но если подшить лямки сверху будет в самый раз.
Цвет не серый, а серо-коричневый.",positive
768,"Разочарование. Ластовица оказалась огромной и синтетической, настоящий развивающийся парус между ног :-/ весь вид из за этого испорчен, ленточки были распущены, пришлось самой полчаса ковыряться, чтобы их вдеть с малюсенькие ушки, одеваются туго, трещат так как не тянутся, кажется вот вот кружева поползут. задумка клевая, а выполнено ужасно(",negative
9875,Заказ так и не пришёл. Спор не открыли. Огорчена ,negative
72631,"Продавец ошибся с цветом, но взамен был выслан другой товар.",positive
11818,"джемпер ужасен, по качеству трикотажа очень отличается от рекламированного на сайте, размеры сильно отличаются, длина по спинке 47 см вместо заявленной 57, а длина рукава 53 см вместо заявленной 60 см, подделка чистой воды",negative
16874,"Заказ шел долго,  цвет не такой как в описании, и сшили очень не качественно. Вообщем сплошное разочарование",negative
78138,"Качество хорошее, тянутся. Неприятного запаха не было.",positive
58845,"Великолепно. Спасибо продавцу.Если большая грудь- может быть мало в пройме.Длинна закрывает пятку. Ткань приятная на ощупь(напоминает крепжаржет), внутри подкладка.",positive
71395,"Классная пижама, материал нежный и качественный ",positive
33272,"Кофта пришла большая, даже учитывая то, что размер был xs.",neautral
74537,супер,positive
81618,Все замечательно. Спасбо продавцу.,positive
63518,Нормально. Фасон не плохой. Синтетика.Не приятный запах.Размер подошел.,positive
56329,40,positive
63028,"у меня размер M, но почитав отзывы заказала на размер больше т.е. L. посылка пришла быстро, за две недели в воронежскую область. все подошло идеально, но единственный минус это запах, воняла рубашка жутко, но после стирки запах прошел",positive
69715,Доставка до Мск очень быстрая. Юбка по качеству прекрасная! На параметры - ОТ 68 и ОБ 95 взяла M.,positive
18807,"Стремная дешёвка!качество ужасное,очень короткая!воняет!не рекомендую",negative
75876,"очень хороший,приятный к телу. советую",positive
36990,Отличное качество!!! Заказала М..ооочень большая на рост 170 и вес 59кг...жаль,neautral
44910,написано было что подойдут на все размеры. а они велики и очень тонкие(( огорчена..,neautral
13569,"ждала заказ больше двух месяцев, НИЧЕГО Не получила. Деньги пока не вернули, надеюсь хотя бы их получить.",negative
81955,"Я очень рада, что заказала у этого продавца. Всё идеально, запаха нет. Мягкий шарф , не колючий. Отправили 1.10 а извещение пришло 10.10, нереально быстро. Спасибо огромное!",positive
76153,"ткань очень мягкая, но по общим параметрам ожидала чего-то получше, но конкретных претензий нет, хотя одна из этих лямок слегка отошла, но это не критично. пришло за 3 недели
размер должен подойти",positive
49803,Очень расстроена покупкой. Рукава прилипли к самой куртке из-за этого спереди смотрится потертой. Сзади смотрится неплохо.,neautral
46220,"Костюм подошёл по  размеру, но качество ткани разочаровало.",neautral
53590,товар не пришел. деньги вернули,neautral
30992,"Заказывала xxxl маме, пришёл на меня, я s) но спор открывать не стала, раз уж мне вроде бы подошло ",neautral
3780,"не пришел товар, и не вернули деньги",negative
78372,"джинсы хорошие, но с размером не угадала, чуть большиваты, буду ушивать",positive
39391,"Ткань далеко не вельвет, только внешне похожа. Покрой странный - на спине висит, в груди жмет. Рукава короткие, сама рубашка тоже коротковата. цвет сильно отличается от картинки - гораздо ярче и зеленее.",neautral
19462,"Нитки торчат, порвался сразу, после первой стирки.",negative
5745,"Товар не пришёл, продавец денег не вернул. 4 месяца прошло, а продавец кормил завтраками!",negative
81339,"классная, просто супер юбка! я в восторге, мягкий материал, хорошая длина - в этой юбке все прекрасно. дошло за 17 дней до казани. советую продавца!!!!",positive
8509,"мой любимый магазин разочаровал, купоны 11.11 видимо не действуют и долгожданные скидки тоже..  ничего не пришло... деньги вернули только через недельный спор алиэкспресс....(((",negative
46880,заказ пришол долго и размер маленький,neautral
70480,по размеру,positive
49943,"Заказала 5x l,кофта очень велика,ношу размер 52. Кофту надо было заказывать 3xl.Доставка быстрая,2недели.",neautral
57992,"клевая кофта.
на 333 руб все достойно)))",positive
44881,"При носке в обуви ощущение влажности, но запаха нет. Двоякое ощущение. ",neautral
35972,Хотелось бы все точно соотвествовало по таблицу размеров но увы получилось толстовка велико,neautral
40954,Очень медленная доставка,neautral
12851,"на белом рукаве был брак:вшиты черные нитки и с виду кажется, что это черные пятна. везде торчат нитки, есть зацепки. в общем, на выброс-такую кофту не оденешь на улицу.",negative
54529,"Это бесформенная огромная кофта, на 46 размер висит как на вешалке. Увидела бы в магазине прошла бы мимо.",neautral
41257,"неплохой товар, но качество не стоит такой стоимости.",neautral
69065,"До мск за три недели,продавец на связи,трек отслеж,тянутся хорошо,качество гуд,немного велики,но не кретично,надеюсь после стирки сядут.Надо было мне брать 4XL",positive
79135,"синтетика,но все как на картинке. красивый жакет,вышивка аккуратная. доставка курьером на дом.",positive
20118,"длина чуть ниже колен,хотя рост у меня 158 см,подойдут на девочку лет 8,хотя будут немного шероковаты",negative
18471,"Платье ужасная синтетика!Чисто на море надеть!Еле прикрывает пятую точку,короткое настолько, даже при моем росте 165.Все просвечиваеться насквозь!Короче,длинная майка,синтетическая.",negative
2413,"куртка ужасная, швы прошиты плохо,мех ободранной кошки.",negative
67608,На 88-72-95 (российский 44) заказывала размер М. Подошёл хорошо. Не в облипку и не болтается. До Москвы дошла за 2 недели. Все устроило. Продавцу спасибо),positive
20275,Полное не совпадение с представленным товаром на сайте. Качество отвратное,negative
44558,"шапка плотной вязки. помпон раза в два меньше,чем на рекламном фото",neautral
50702,"Кофта не понравилась. Вся перекрученная, очень тонкая. Вырез горловины большой, видно лямки бюстгальтера. Доставка в срок.",neautral
70092,"В целом все нормально, только из блузки нитки торчат и морщит нижний шов",positive
35399,За такую цену нормально вид не как на фото конечно,neautral
2463,Размер м на российский 40. Идут в помойку,negative
29212,Цветы очень плохо пришиты .На 42 берите м .s очень маленькое,neautral
24280,"Фасон не соответствует картинке, резинка расположена в районе талии, а не на бёдрах. Материал- галимая дешевая синтетика, не дышит да и ОЧЕНЬ подчеркивает недостатки фигуры. Выброшу, даже не сомневаясь. Засорять таким хламом свой гардероб вообще не хочется. Не видитесь на картинку, она не соответствует реальности. К сожалению, когда я брала отзывов с фото не было. Не советую вообще!!!! Перелистывайте эту модель, не задумываясь!!!!",negative
56627,Кофточка огонь . К заказу рекомендую.  Доставка быстрая . Рост 170 отлично не короткая,positive
50434,сам товар как на картинке. первое впечатление хорошее. но после первого дня ношения полностью покрылись катышками. вывод - товар на один раз. могу посоветовать только если берете для фотосессии.,neautral
29538,Нитки торчат и размер маломерка заказала L пришёл s да и за такие деньги не стоит ,neautral
6818,Я не получила товар! Переписка ничего не дала. Не связывайтесь с этим продавцом! Он обманщик! Вот такая была черная пятница 11.11.2017г.,negative
10742,"заказ оплачен 30 августа, платье прислали 20 октября, очень долго продавец не обрабатывал заказ, срок обработки я продлевала три раза, на сообщения продавец не отвечал, платье не соответствует размеру, сильно маломерит 5 xl мало на 52 российский размер. Рисунок на ткани не соответствует заявленому фото, талия сильно завышена.",negative
